RecordID,Team Shot Name,Row,Column,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
0,Arsenal,0,0,466698,23,BlockedShot,1.06080001831055,0.484,0.08312729746103287,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16695,Arsenal,Brighton,1,2,2022-04-09 14:00:00,Emile Smith-Rowe,BallTouch
0,Arsenal,0,0,466710,62,MissedShots,1.00560003662109,0.470399993896484,0.04441690072417259,Bukayo Saka,h,7322,FromCorner,2021,LeftFoot,16695,Arsenal,Brighton,1,2,2022-04-09 14:00:00,,None
0,Arsenal,0,0,466719,90,BlockedShot,1.03919998168945,0.450399993896484,0.07940790057182312,Bukayo Saka,h,7322,OpenPlay,2021,RightFoot,16695,Arsenal,Brighton,1,2,2022-04-09 14:00:00,Eddie Nketiah,Pass
0,Arsenal,0,0,468151,3,BlockedShot,0.958800018310547,0.402399993896484,0.03497660160064697,Bukayo Saka,a,7322,FromCorner,2021,LeftFoot,16700,Southampton,Arsenal,1,0,2022-04-16 14:00:00,Eddie Nketiah,Pass
0,Arsenal,0,0,468157,16,SavedShot,1.08,0.458399993896484,0.3969709873199463,Bukayo Saka,a,7322,OpenPlay,2021,RightFoot,16700,Southampton,Arsenal,1,0,2022-04-16 14:00:00,,None
0,Arsenal,0,0,468170,63,MissedShots,0.943199981689453,0.306399993896484,0.028622400015592575,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16700,Southampton,Arsenal,1,0,2022-04-16 14:00:00,Martin Odegaard,Pass
0,Arsenal,0,0,468174,80,SavedShot,1.122,0.262399993896484,0.05867230147123337,Bukayo Saka,a,7322,OpenPlay,2021,RightFoot,16700,Southampton,Arsenal,1,0,2022-04-16 14:00:00,Martin Odegaard,Pass
0,Arsenal,0,0,469400,24,BlockedShot,1.03080001831055,0.214399993896484,0.03249010071158409,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16618,Chelsea,Arsenal,2,4,2022-04-20 18:45:00,Martin Odegaard,Pass
0,Arsenal,0,0,469415,74,MissedShots,1.032,0.307200012207031,0.08345810323953629,Bukayo Saka,a,7322,OpenPlay,2021,RightFoot,16618,Chelsea,Arsenal,2,4,2022-04-20 18:45:00,Cédric Soares,BallTouch
0,Arsenal,0,0,469418,91,Goal,1.062,0.4,0.7611690163612366,Bukayo Saka,a,7322,Penalty,2021,LeftFoot,16618,Chelsea,Arsenal,2,4,2022-04-20 18:45:00,,Standard
0,Arsenal,0,0,469764,2,SavedShot,1.092,0.262399993896484,0.03241540119051933,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16715,Arsenal,Manchester United,3,1,2022-04-23 11:30:00,Granit Xhaka,Cross
0,Arsenal,0,0,469775,31,Goal,1.062,0.4,0.7611690163612366,Bukayo Saka,h,7322,Penalty,2021,LeftFoot,16715,Arsenal,Manchester United,3,1,2022-04-23 11:30:00,,Standard
0,Arsenal,0,0,469780,39,BlockedShot,1.07880001831055,0.346399993896484,0.08939620107412338,Bukayo Saka,h,7322,FromCorner,2021,LeftFoot,16715,Arsenal,Manchester United,3,1,2022-04-23 11:30:00,Nuno Tavares,None
0,Arsenal,0,0,469779,39,BlockedShot,1.032,0.333600006103516,0.05846190080046654,Bukayo Saka,h,7322,FromCorner,2021,LeftFoot,16715,Arsenal,Manchester United,3,1,2022-04-23 11:30:00,,None
0,Arsenal,0,0,469787,51,MissedShots,0.9,0.388,0.03228209912776947,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16715,Arsenal,Manchester United,3,1,2022-04-23 11:30:00,,None
0,Arsenal,0,0,472290,14,BlockedShot,1.02,0.208,0.02945210039615631,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16717,West Ham,Arsenal,1,2,2022-05-01 15:30:00,Martin Odegaard,Pass
0,Arsenal,0,0,472301,52,SavedShot,1.08360003662109,0.257600006103516,0.05774590000510216,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16717,West Ham,Arsenal,1,2,2022-05-01 15:30:00,Granit Xhaka,Chipped
0,Arsenal,0,0,474053,7,BlockedShot,0.907199981689453,0.202399993896484,0.014909599907696247,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16735,Arsenal,Leeds,2,1,2022-05-08 13:00:00,,None
0,Arsenal,0,0,474057,23,SavedShot,1.04760003662109,0.259200012207031,0.07669740170240402,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16735,Arsenal,Leeds,2,1,2022-05-08 13:00:00,Martin Odegaard,Pass
0,Arsenal,0,0,475372,8,BlockedShot,0.864,0.26,0.013657299801707268,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16593,Tottenham,Arsenal,3,0,2022-05-12 18:45:00,Cédric Soares,Pass
