50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0b01de1-dac8-4241-a4c0-8ef73bf0092e,2316,,"[45.3, 7.5]",3906390,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,122,Spain Women's,863,['1d6b6be6-a783-490d-9714-2bf6f456ffde'],52,,,,,,,,,,,,,,,Spain Women's,863,00:08:52.247,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9108351-cccd-4aff-98a1-55e315d7e98e,2320,,"[39.6, 14.1]",3906390,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Teresa Abelleira Dueñas,49835.0,Left Defensive Midfield,122,Spain Women's,863,['613d9bb7-019b-49a2-9afb-19a535a20770'],53,,,,,,,,,,,,,,,Spain Women's,863,00:08:53.912,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4eba93e-65cc-482d-aa62-b4ec9cbbc713,2323,,"[31.7, 21.7]",3906390,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Laia Codina Panedas,32694.0,Left Center Back,122,Spain Women's,863,['6b38f0b7-cdab-41e3-acf3-5b398158ad90'],55,,,,,,,,,,,,,,,Spain Women's,863,00:08:55.901,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38f352fc-2eea-47d4-af8f-45aedfcc782f,2329,,"[73.5, 25.7]",3906390,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Salma Paralluelo Ayingono,222682.0,Center Forward,123,Spain Women's,863,['8dd8b665-5be4-42ac-854b-3be424146926'],49,,,,,,,,,,,,,,,Spain Women's,863,00:09:49.067,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472521c6-1989-451a-8b07-add6755a4a3f,2336,,"[74.7, 5.2]",3906390,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,María Francesca Caldentey Oliver,10161.0,Left Wing,123,Spain Women's,863,['8682fa2a-e641-495b-8e77-cb50cf47b403'],52,,,,,,,,,,,,,,,Spain Women's,863,00:09:52.804,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e947f8ca-630a-4cd5-9a95-722c50b8bcb1,2338,,"[71.5, 64.4]",3906390,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ella Toone,31534.0,Center Attacking Midfield,124,England Women's,865,['cb51c754-5ec8-4683-bef9-5cc0555c2fb6'],11,,,,,,,,,,,,,,,England Women's,865,00:10:11.818,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f9f1bc4-2d14-4a14-a491-0fa2c3ff8664,2340,,"[65.9, 67.2]",3906390,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Georgia Stanway,4643.0,Right Defensive Midfield,124,England Women's,865,['341c4d92-9dc2-4b2b-b55f-7799b451f979'],12,,,,,,,,,,,,,,,England Women's,865,00:10:12.744,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7471882a-f31e-4a50-93f9-bccce6750e08,2342,,"[54.6, 18.5]",3906390,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,125,Spain Women's,863,['a1f4b440-aafb-4566-94b8-4f86bb5f5508'],13,,,,,,,,,,,,,,,Spain Women's,863,00:10:13.599,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53b93556-fb84-479b-acc5-7bf7406f3052,2346,,"[57.1, 65.5]",3906390,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ona Batlle Pascual,46639.0,Right Back,125,Spain Women's,863,['d16f5041-1593-4046-a7ac-3d1d7c4f1e66'],17,,,,,,,,,,,,,,,Spain Women's,863,00:10:17.863,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b70264c2-3d85-4ba0-ad86-f75dfd69920e,2349,,"[45.4, 67.1]",3906390,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,125,Spain Women's,863,['38994633-e875-4f5e-9488-9848a9647298'],22,,,,,,,,,,,,,,,Spain Women's,863,00:10:22.583,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0071d1f6-d73a-4c8f-adcf-5d7f5f2716dc,2353,,"[79.3, 76.1]",3906390,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alba María Redondo Ferrer,50151.0,Right Wing,125,Spain Women's,863,['76ed0dc3-0e00-4bda-8198-bbd876961f2c'],27,,,,,,,,,,,,,,,Spain Women's,863,00:10:27.727,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6eded351-683a-4bca-8a8f-ecb532c23359,2357,,"[112.7, 66.0]",3906390,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,125,Spain Women's,863,"['d7f6dbf4-86c1-4f9c-9396-7f2f6667b9a2', 'd9f50021-a576-4935-9313-df68b3d64b14']",31,,,,,,,,,,,,,,,Spain Women's,863,00:10:31.294,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7952dab3-9085-4111-b830-1e33275d5838,2362,,"[113.3, 54.6]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jennifer Hermoso Fuentes,10151.0,Center Attacking Midfield,126,Spain Women's,863,['ef098a53-0bde-48ac-b59c-a48386b43ccf'],9,,,,,,,,,,,,,,,Spain Women's,863,00:11:09.711,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7acd8ff-c55d-499d-8270-6d98f8181d86,2369,,"[41.8, 26.5]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Olga  Carmona García,49836.0,Left Back,126,Spain Women's,863,['43d78f59-70a2-4bf8-b507-69db520cccca'],24,,,,,,,,,,,,,,,Spain Women's,863,00:11:24.423,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475a3fac-183a-4513-ae81-14365fd15512,2372,,"[38.0, 52.6]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Irene Paredes Hernandez,10165.0,Right Center Back,126,Spain Women's,863,['b3e66f0c-71d4-4cf2-b799-06f327e2bebf'],29,,,,,,,,,,,,,,,Spain Women's,863,00:11:29.769,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974b3751-f544-4b63-b606-6af10ee86d2b,2375,,"[34.5, 31.6]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Laia Codina Panedas,32694.0,Left Center Back,126,Spain Women's,863,['4a9b0803-fdd4-4583-82b5-e45083f330da'],32,,,,,,,,,,,,,,,Spain Women's,863,00:11:32.509,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f65c0fc-a50a-4942-950d-1af2e7ae5e8e,2378,,"[40.5, 7.4]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Olga  Carmona García,49836.0,Left Back,126,Spain Women's,863,['4d948f41-3c4e-474d-a820-48b720d0e4c8'],35,,,,,,,,,,,,,,,Spain Women's,863,00:11:35.124,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22c10448-404a-4f8a-a2ff-c80220dda8e7,2382,,"[88.1, 8.9]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Salma Paralluelo Ayingono,222682.0,Center Forward,126,Spain Women's,863,"['275723ae-ba82-4b00-a61a-f7c05a92384f', '280e30bd-2b50-4ec1-bf2f-0edd8ef278b1']",39,,,,,,,,,,,,,,,Spain Women's,863,00:11:39.636,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb08529b-360b-4b0b-b852-8ee1e9a96ffd,2389,,"[26.6, 55.2]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,127,England Women's,865,['0fa11ce1-780d-48d7-9996-060c2b4e41b4'],43,,,,,,,,,,,,,,,England Women's,865,00:11:43.983,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae4c91b8-5e22-4633-adb5-050667104826,2392,,"[33.7, 52.4]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Left Defensive Midfield,127,England Women's,865,['dd50a21a-7475-44e6-8bc6-6ed5022ff83e'],45,,,,,,,,,,,,,,,England Women's,865,00:11:45.402,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f353f98-ed8a-4441-b5a7-6be57cfa032b,2395,,"[97.2, 72.1]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chloe Kelly,15570.0,Right Wing,127,England Women's,865,['8d592425-88e1-44a1-886f-117c26344324'],53,,,,,,,,,,,,,,,England Women's,865,00:11:53.004,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7b4b6aa-fba6-4f3c-85a2-95d4cdf270dd,2398,,"[86.2, 55.2]",3906390,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Left Defensive Midfield,127,England Women's,865,['3873cba1-ca72-4952-af28-0ff5a7f8aa66'],59,,,,,,,,,,,,,,,England Women's,865,00:11:59.266,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b1f3a30-d429-4df3-b4e4-943e816c55dd,2402,,"[95.3, 54.3]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren James,31531.0,Left Wing,127,England Women's,865,['f89fb5e8-e847-4f13-9ebf-8f5965e4200c'],1,,,,,,,,,,,,,,,England Women's,865,00:12:01.516,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21d7535f-6f15-48b0-b9b4-21d0409abb6c,2406,,"[101.3, 74.9]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chloe Kelly,15570.0,Right Wing,127,England Women's,865,['ae3002cc-f2b7-4467-9c9a-35da5df850c3'],6,,,,,,,,,,,,,,,England Women's,865,00:12:06.554,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9179e68-6162-46d7-b33a-66698af81535,2409,,"[93.8, 60.6]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Left Defensive Midfield,127,England Women's,865,['feabdbda-26e2-4eb9-9a30-e894f91e3809'],8,,,,,,,,,,,,,,,England Women's,865,00:12:08.315,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98712a45-92ae-43bf-8b4e-d5cf1d5e45c3,2412,,"[115.9, 26.7]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessica Carter,19422.0,Left Back,127,England Women's,865,['df0a806e-2f6f-4349-97ee-ebdabedabd73'],11,,,,,,,,,,,,,,,England Women's,865,00:12:11.845,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451e5825-d535-4a54-8d75-739a65d023d5,2419,,"[29.5, 73.5]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alba María Redondo Ferrer,50151.0,Right Wing,127,England Women's,865,"['1360d280-d828-4a35-8221-a4fb3313f6ce', 'ba2cca98-783a-4885-b5e5-bd15d9108d22']",18,,,,,,,,,,,,,,,Spain Women's,863,00:12:18.127,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10706d91-cb6a-4734-a7b8-32de34365964,2427,,"[17.6, 26.9]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,127,England Women's,865,['a55d43b8-fff7-404f-a56d-33c6c79da816'],26,,,,,,,,,,,,,,,England Women's,865,00:12:26.749,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561e312f-ebd7-4238-af45-7067b813d12b,2430,,"[38.3, 20.1]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Left Defensive Midfield,127,England Women's,865,['4d976237-e226-4e99-b53a-6cad86641aec'],30,,,,,,,,,,,,,,,England Women's,865,00:12:30.565,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7ee2050-a38b-4a77-b7c8-42d8443a1958,2434,,"[41.0, 11.6]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,127,England Women's,865,['81864805-d66b-4866-bd20-d59705fe30ce'],32,,,,,,,,,,,,,,,England Women's,865,00:12:32.170,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57747940-db39-4f02-80ac-353c11255116,2439,,"[98.0, 11.9]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,127,England Women's,865,['99aac21c-5916-4d08-98a2-cc5f35ebae17'],40,,,,,,,,,,,,,,,England Women's,865,00:12:40.049,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69c19b63-29f5-4c65-84f9-75b35ac0d9fe,2444,,"[79.4, 6.7]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lauren James,31531.0,Left Wing,128,England Women's,865,['f76734b0-72aa-43b4-b3d4-2dcce72352a0'],51,,,,,,,,,,,,,,,England Women's,865,00:12:51.196,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4ad8fb7-186e-497e-b955-a8be992cd94d,2447,,"[63.0, 32.5]",3906390,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Millie Bright,4642.0,Right Center Back,128,England Women's,865,['6d8ecc2b-a741-48e9-9c33-b5b24757c7a6'],56,,,,,,,,,,,,,,,England Women's,865,00:12:56.707,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92641202-974b-4a4b-93f6-0140a398d609,2450,,"[84.4, 63.9]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucy Bronze,10178.0,Right Back,128,England Women's,865,['5ddec4a3-3e98-4296-bcc8-16035c70c5d3'],0,,,,,,,,,,,,,,,England Women's,865,00:13:00.630,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b600dd1-d516-464a-b33c-d28b48e6ef8f,2453,,"[97.4, 70.2]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Chloe Kelly,15570.0,Right Wing,128,England Women's,865,['ce11dd10-3826-4d16-abcf-833549823496'],2,,,,,,,,,,,,,,,England Women's,865,00:13:02.078,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346a118f-efff-4e57-912e-f890a9f9404e,2456,,"[87.3, 64.8]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucy Bronze,10178.0,Right Back,128,England Women's,865,['6e921e46-6aa5-4a1b-8176-649f2afbe233'],3,,,,,,,,,,,,,,,England Women's,865,00:13:03.432,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6c49e28-4059-411c-ba3b-cad02baef203,2460,,"[102.7, 48.5]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lauren Hemp,15555.0,Center Forward,128,England Women's,865,"['532db021-37bf-453f-bff5-c7155667e90f', 'acc8b0aa-3ac9-4259-874e-ba1b34b85f33']",5,,,,,,,,,,,,,,,England Women's,865,00:13:05.822,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfe8cfb7-bde3-4462-9449-581b1ab51c63,2467,,"[44.0, 11.5]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Salma Paralluelo Ayingono,222682.0,Center Forward,128,England Women's,865,['7f0cfac8-e1bb-415b-b5df-79ca6b61096b'],14,,,,,,,,,,,,,,,Spain Women's,863,00:13:14.275,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83af8c3f-f551-4604-8049-e28f88d97c5a,2469,,"[101.3, 66.4]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lauren Hemp,15555.0,Center Forward,128,England Women's,865,['74938542-65cb-487a-b594-472930c9aeb9'],16,,,,,,,,,,,,,,,England Women's,865,00:13:16.291,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0acf9b62-5596-4d02-bf6e-b9a6a4d49800,2472,,"[92.2, 64.8]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ella Toone,31534.0,Center Attacking Midfield,128,England Women's,865,"['150b72f7-9f0e-4a9a-be12-89586c408841', '86e259e2-f0e1-4dc9-9b1a-2748cea57821']",17,,,,,,,,,,,,,,,England Women's,865,00:13:17.834,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a711a900-1ec1-4fc1-804a-942751a345f1,2475,,"[91.4, 73.4]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucy Bronze,10178.0,Right Back,128,England Women's,865,"['0cc12d49-7cfd-4dde-bfde-caec349e11d2', 'e2d112e7-6fd3-4002-a7f8-23f3a0c745f7']",20,,,,,,,,,,,,,,,England Women's,865,00:13:20.215,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d89fa009-eda2-4259-96b9-f30fdb32b24b,2479,,"[100.4, 74.0]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Chloe Kelly,15570.0,Right Wing,128,England Women's,865,['914dfa75-d7e4-42a9-b5cd-fb464183d7a7'],22,,,,,,,,,,,,,,,England Women's,865,00:13:22.630,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f4d069c-af8c-4cc5-9f1a-e2f71c934e01,2483,,"[22.6, 11.8]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Olga  Carmona García,49836.0,Left Back,129,Spain Women's,863,['48f140bf-f6e9-45fe-8045-2ebeee8b2dd0'],24,,,,,,,,,,,,,,,Spain Women's,863,00:13:24.940,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7883e671-f65d-4999-aadc-e01723eb11e6,2486,,"[24.1, 15.3]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Teresa Abelleira Dueñas,49835.0,Left Defensive Midfield,129,Spain Women's,863,['1a27156f-764c-4ff1-8c7e-840f34abe569'],26,,,,,,,,,,,,,,,Spain Women's,863,00:13:26.152,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425e49b7-5a5e-48bd-94e6-3b660c905104,2488,,"[24.9, 5.3]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,129,Spain Women's,863,['f98b19ca-e921-4d1d-9e1d-c6d27e45cbb7'],26,,,,,,,,,,,,,,,Spain Women's,863,00:13:26.773,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faa64bcc-b45e-4679-90df-7b295939baf8,2491,,"[26.7, 14.5]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Teresa Abelleira Dueñas,49835.0,Left Defensive Midfield,129,Spain Women's,863,['4b7996b6-0a73-4b2b-8418-59f34f543ca4'],28,,,,,,,,,,,,,,,Spain Women's,863,00:13:28.209,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e122ddb7-308b-49d7-9b41-a97651c09cb3,2493,,"[19.9, 7.7]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Olga  Carmona García,49836.0,Left Back,129,Spain Women's,863,['8f90e2ff-c4ad-4c43-b0e3-3013fda55c6a'],29,,,,,,,,,,,,,,,Spain Women's,863,00:13:29.109,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75e75212-e249-419e-aeda-8ec63882332a,2497,,"[32.8, 11.1]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jennifer Hermoso Fuentes,10151.0,Center Attacking Midfield,129,Spain Women's,863,"['09c8deb6-fb86-4e4a-a9ee-260c010f9bae', 'f0ea6691-8383-497e-9786-076b22a43e17']",31,,,,,,,,,,,,,,,Spain Women's,863,00:13:31.469,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057b35c3-8eda-4618-8c0b-d13ab18c96ba,2502,,"[22.3, 13.7]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Laia Codina Panedas,32694.0,Left Center Back,130,Spain Women's,863,['933e73e1-d60f-4192-9b2a-3db555ec2294'],49,,,,,,,,,,,,,,,Spain Women's,863,00:13:49.758,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16b588be-866a-4aec-a3fb-528c7f2db791,2504,,"[30.5, 7.4]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Olga  Carmona García,49836.0,Left Back,130,Spain Women's,863,['ed3d8616-7238-4a80-b458-b8bb53e7d9cd'],52,,,,,,,,,,,,,,,Spain Women's,863,00:13:52.307,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461eeb5b-b856-43cd-a8bb-b8f1a8aa4490,2506,,"[55.2, 5.3]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,María Francesca Caldentey Oliver,10161.0,Left Wing,130,Spain Women's,863,['52c630cb-f8af-4b98-9675-3e4c2e8fba53'],55,,,,,,,,,,,,,,,Spain Women's,863,00:13:55.430,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e88ac205-4c29-49ab-87d7-1bbbe73c5d88,2509,,"[76.3, 72.1]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chloe Kelly,15570.0,Right Wing,131,England Women's,865,"['0f391e46-914f-4531-a3db-805a36776cfd', 'eb54c938-e805-4c77-a869-e60482c90936']",56,,,,,,,,,,,,,,,England Women's,865,00:13:56.696,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9acad16-b298-4786-b7b1-a9123b599b89,2512,,"[66.3, 71.0]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,131,England Women's,865,['b7e99776-4bb6-43a9-9082-2a0c670ed9cc'],58,,,,,,,,,,,,,,,England Women's,865,00:13:58.279,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8addeecf-f75b-489e-8b15-2894a58cf12c,2514,,"[73.4, 63.4]",3906390,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Right Defensive Midfield,131,England Women's,865,['d8bbc0e7-b8dc-49b6-a03f-915b72d279a7'],59,,,,,,,,,,,,,,,England Women's,865,00:13:59.467,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75bc69b1-52c9-4e81-bee9-54191c2fd495,2517,,"[48.7, 64.4]",3906390,59,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Bright,4642.0,Right Center Back,131,England Women's,865,['3ad6a8e5-1d11-4f8b-8835-550da8c5f50a'],1,,,,,,,,,,,,,,,England Women's,865,00:14:01.876,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73708d1b-99a4-4fe4-9085-6fc4d74fa7c2,2520,,"[63.5, 55.4]",3906390,59,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Left Defensive Midfield,131,England Women's,865,['fe79f392-7abd-4371-9e67-1564cb5fe2dc'],3,,,,,,,,,,,,,,,England Women's,865,00:14:03.995,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91e01658-0a3f-47ee-95cf-37a59174355f,2523,,"[102.1, 73.5]",3906390,59,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chloe Kelly,15570.0,Right Wing,131,England Women's,865,['1f3c7a77-d3a0-44b4-b643-3522ce4d226e'],10,,,,,,,,,,,,,,,England Women's,865,00:14:10.367,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19b4fa98-10db-44b9-bda4-5caa51ce4705,2526,,"[112.0, 43.4]",3906390,59,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Hemp,15555.0,Center Forward,131,England Women's,865,['f0d87e25-92e7-478d-9d48-8f659666f053'],14,,,,,,,,,,,,,,,England Women's,865,00:14:14.111,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b61ae12f-7a61-4245-b8c2-d7d3940b5be4,2529,,"[5.7, 40.6]",3906390,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Catalina Thomas Coll Lluch,45295.0,Goalkeeper,132,Spain Women's,863,['1559398c-e6ec-43f1-8a84-f73778fee56a'],0,,,,,,,,,,,,,,,Spain Women's,863,00:15:00.999,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cec2bc90-f62b-4fab-81e9-434799a6e2f0,2532,,"[59.8, 16.3]",3906390,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,María Francesca Caldentey Oliver,10161.0,Left Wing,132,Spain Women's,863,['c6fc3b9d-38ac-4824-928d-784bd8a6946e'],5,,,,,,,,,,,,,,,Spain Women's,863,00:15:05.864,Ball Receipt*,
