GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,42000104,107,203078,Bradley Beal,1610612764,Washington Wizards,1,4,52,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,14,65,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,108,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,43,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-59,30,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,111,202722,Davis Bertans,1610612764,Washington Wizards,1,4,38,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,217,121,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,121,202722,Davis Bertans,1610612764,Washington Wizards,1,4,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,106,233,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,123,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,117,138,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,125,202722,Davis Bertans,1610612764,Washington Wizards,1,3,47,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,62,43,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,128,1629680,Matisse Thybulle,1610612755,Philadelphia 76ers,1,3,34,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,71,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,130,203078,Bradley Beal,1610612764,Washington Wizards,1,3,21,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-35,12,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,145,1629003,Shake Milton,1610612755,Philadelphia 76ers,1,2,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,204,153,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,147,201566,Russell Westbrook,1610612764,Washington Wizards,1,2,39,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-30,28,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,149,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,8,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,150,203526,Raul Neto,1610612764,Washington Wizards,1,2,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,13,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,157,203526,Raul Neto,1610612764,Washington Wizards,1,1,55,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,23,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,159,201577,Robin Lopez,1610612764,Washington Wizards,1,1,52,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,32,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,160,201588,George Hill,1610612755,Philadelphia 76ers,1,1,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-68,260,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,162,201577,Robin Lopez,1610612764,Washington Wizards,1,1,23,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,32,44,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,164,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,1,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-171,214,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,166,201577,Robin Lopez,1610612764,Washington Wizards,1,0,55,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,53,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,168,1629680,Matisse Thybulle,1610612755,Philadelphia 76ers,1,0,40,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,22,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,175,1629003,Shake Milton,1610612755,Philadelphia 76ers,1,0,29,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-38,47,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,188,1629003,Shake Milton,1610612755,Philadelphia 76ers,1,0,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,34,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,189,1629067,Isaac Bonga,1610612764,Washington Wizards,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-234,73,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,199,201577,Robin Lopez,1610612764,Washington Wizards,2,11,40,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,11,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,201,201588,George Hill,1610612755,Philadelphia 76ers,2,11,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-129,226,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,207,203078,Bradley Beal,1610612764,Washington Wizards,2,11,11,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,29,81,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,209,1629680,Matisse Thybulle,1610612755,Philadelphia 76ers,2,10,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,218,138,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,211,1629060,Rui Hachimura,1610612764,Washington Wizards,2,10,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-68,248,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,213,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,10,28,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-51,264,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,215,201577,Robin Lopez,1610612764,Washington Wizards,2,10,18,Made Shot,Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-85,91,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,226,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,2,9,24,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,35,34,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,230,203078,Bradley Beal,1610612764,Washington Wizards,2,9,10,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,31,38,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,232,201577,Robin Lopez,1610612764,Washington Wizards,2,9,5,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,235,201588,George Hill,1610612755,Philadelphia 76ers,2,8,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-155,219,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,237,201566,Russell Westbrook,1610612764,Washington Wizards,2,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-60,247,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,239,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,8,24,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,51,40,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,241,203078,Bradley Beal,1610612764,Washington Wizards,2,8,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-6,42,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,249,203078,Bradley Beal,1610612764,Washington Wizards,2,7,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-195,190,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,251,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,2,7,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-196,195,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,260,2730,Dwight Howard,1610612755,Philadelphia 76ers,2,6,53,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,-2,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,263,2730,Dwight Howard,1610612755,Philadelphia 76ers,2,6,50,Missed Shot,Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,30,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,266,201577,Robin Lopez,1610612764,Washington Wizards,2,6,40,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,53,47,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,267,203552,Seth Curry,1610612755,Philadelphia 76ers,2,6,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-26,272,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,269,1629060,Rui Hachimura,1610612764,Washington Wizards,2,6,11,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,27,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,271,203078,Bradley Beal,1610612764,Washington Wizards,2,6,1,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,76,83,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,280,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,5,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,14,177,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,284,203078,Bradley Beal,1610612764,Washington Wizards,2,5,16,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-201,-13,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,285,203552,Seth Curry,1610612755,Philadelphia 76ers,2,5,7,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-5,203,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,296,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,4,31,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-84,71,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,300,1629060,Rui Hachimura,1610612764,Washington Wizards,2,4,24,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,12,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,302,201980,Danny Green,1610612755,Philadelphia 76ers,2,4,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,133,231,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,304,1629655,Daniel Gafford,1610612764,Washington Wizards,2,4,0,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,306,203552,Seth Curry,1610612755,Philadelphia 76ers,2,3,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-136,105,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,315,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,3,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,22,288,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,319,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,3,3,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-53,30,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,323,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,2,56,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-182,203,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,325,202722,Davis Bertans,1610612764,Washington Wizards,2,2,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,179,175,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,329,1629060,Rui Hachimura,1610612764,Washington Wizards,2,2,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,171,205,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,331,201566,Russell Westbrook,1610612764,Washington Wizards,2,2,18,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,332,203552,Seth Curry,1610612755,Philadelphia 76ers,2,1,54,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-154,150,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,334,201566,Russell Westbrook,1610612764,Washington Wizards,2,1,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-163,232,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,336,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,1,30,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,44,41,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,339,201566,Russell Westbrook,1610612764,Washington Wizards,2,1,23,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,29,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,341,201566,Russell Westbrook,1610612764,Washington Wizards,2,1,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,33,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,350,202397,Ish Smith,1610612764,Washington Wizards,2,0,57,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,63,138,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,352,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,0,46,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,11,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,355,1629060,Rui Hachimura,1610612764,Washington Wizards,2,0,42,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,10,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,357,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,0,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-32,103,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,360,202722,Davis Bertans,1610612764,Washington Wizards,2,0,25,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-201,195,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,364,202722,Davis Bertans,1610612764,Washington Wizards,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,68,116,677,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,362,201980,Danny Green,1610612755,Philadelphia 76ers,2,0,0,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,25,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,378,1627732,Ben Simmons,1610612755,Philadelphia 76ers,3,11,32,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-12,38,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,381,203078,Bradley Beal,1610612764,Washington Wizards,3,11,26,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,9,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,383,203118,Mike Scott,1610612755,Philadelphia 76ers,3,11,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,177,185,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,385,201566,Russell Westbrook,1610612764,Washington Wizards,3,10,53,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-128,132,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,389,1629060,Rui Hachimura,1610612764,Washington Wizards,3,10,37,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,1,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,392,203118,Mike Scott,1610612755,Philadelphia 76ers,3,10,19,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,13,49,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,394,201980,Danny Green,1610612755,Philadelphia 76ers,3,10,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-160,231,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,396,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,10,5,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,46,44,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,399,1627732,Ben Simmons,1610612755,Philadelphia 76ers,3,10,2,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,20,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,403,203118,Mike Scott,1610612755,Philadelphia 76ers,3,9,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,27,256,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,405,203552,Seth Curry,1610612755,Philadelphia 76ers,3,9,15,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-49,116,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,412,201980,Danny Green,1610612755,Philadelphia 76ers,3,8,37,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,31,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,414,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,8,33,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,23,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,415,201566,Russell Westbrook,1610612764,Washington Wizards,3,8,27,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,57,177,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,416,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,7,59,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,125,58,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,418,203078,Bradley Beal,1610612764,Washington Wizards,3,7,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,31,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,420,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,7,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,129,13,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,427,1629655,Daniel Gafford,1610612764,Washington Wizards,3,7,16,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,15,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,424,203078,Bradley Beal,1610612764,Washington Wizards,3,7,16,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,12,110,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,431,201980,Danny Green,1610612755,Philadelphia 76ers,3,7,4,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-41,262,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,433,203078,Bradley Beal,1610612764,Washington Wizards,3,6,41,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,36,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,435,203552,Seth Curry,1610612755,Philadelphia 76ers,3,6,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,179,189,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,437,201566,Russell Westbrook,1610612764,Washington Wizards,3,6,19,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,66,155,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,452,202397,Ish Smith,1610612764,Washington Wizards,3,5,30,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,16,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,456,203078,Bradley Beal,1610612764,Washington Wizards,3,5,20,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-19,61,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,458,1629060,Rui Hachimura,1610612764,Washington Wizards,3,5,17,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,21,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,461,2730,Dwight Howard,1610612755,Philadelphia 76ers,3,5,1,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-45,21,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,475,203078,Bradley Beal,1610612764,Washington Wizards,3,4,28,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,153,219,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,477,201980,Danny Green,1610612755,Philadelphia 76ers,3,4,4,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-68,42,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,479,202397,Ish Smith,1610612764,Washington Wizards,3,3,58,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,44,104,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,481,203552,Seth Curry,1610612755,Philadelphia 76ers,3,3,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-226,131,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,484,1629060,Rui Hachimura,1610612764,Washington Wizards,3,3,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-161,71,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,486,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,3,10,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,31,71,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,492,203078,Bradley Beal,1610612764,Washington Wizards,3,2,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-81,172,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,494,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,3,2,33,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,143,101,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,496,203078,Bradley Beal,1610612764,Washington Wizards,3,2,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,3,43,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,497,1629680,Matisse Thybulle,1610612755,Philadelphia 76ers,3,2,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-224,152,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,518,1629003,Shake Milton,1610612755,Philadelphia 76ers,3,1,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,13,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,519,201566,Russell Westbrook,1610612764,Washington Wizards,3,1,7,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,138,104,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,532,1629003,Shake Milton,1610612755,Philadelphia 76ers,3,0,30,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-36,58,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,541,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,3,0,10,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,65,21,1,1,20210531,WAS,PHI
Shot Chart Detail,42000104,542,203526,Raul Neto,1610612764,Washington Wizards,3,0,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,25,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,544,201577,Robin Lopez,1610612764,Washington Wizards,3,0,0,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,13,1,0,20210531,WAS,PHI
Shot Chart Detail,42000104,552,202397,Ish Smith,1610612764,Washington Wizards,4,11,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,16,201,1,0,20210531,WAS,PHI
